DATE,START TIME,END TIME,USAGE,APPLICATION
23-01-2023,23:43:50,23:43:51,1,firefox-esr
23-01-2023,23:43:51,23:43:53,2,atril
23-01-2023,23:43:53,23:43:54,1,firefox-esr
23-01-2023,23:43:54,23:43:55,1,atril
23-01-2023,23:43:55,23:43:56,1,sublime_text
23-01-2023,23:43:56,23:43:57,1,atril
23-01-2023,23:43:57,23:43:59,2,sublime_text
23-01-2023,23:43:59,23:44:06,7,atril
23-01-2023,23:44:06,23:46:56,170,sublime_text
23-01-2023,23:46:56,23:47:00,4,atril
23-01-2023,23:47:00,23:47:36,36,sublime_text
23-01-2023,23:47:36,23:48:03,27,atril
23-01-2023,23:48:03,23:49:50,107,sublime_text
23-01-2023,23:49:50,23:49:53,3,firefox-esr
23-01-2023,23:49:53,23:50:17,24,sublime_text
23-01-2023,23:50:17,23:50:47,30,firefox-esr
23-01-2023,23:50:47,23:51:29,42,sublime_text
23-01-2023,23:51:29,23:51:57,28,firefox-esr
23-01-2023,23:51:57,23:52:16,19,sublime_text
23-01-2023,23:52:16,23:52:49,33,firefox-esr
23-01-2023,23:52:49,23:54:38,109,sublime_text
23-01-2023,23:54:38,23:55:25,47,firefox-esr
23-01-2023,23:55:25,23:56:17,52,sublime_text
23-01-2023,23:56:17,00:04:31,494,firefox-esr
24-01-2023,00:04:31,00:04:43,12,sublime_text
24-01-2023,00:04:43,00:05:10,27,firefox-esr
24-01-2023,00:05:10,00:06:06,56,sublime_text
24-01-2023,00:06:06,00:06:36,30,firefox-esr
24-01-2023,00:06:36,00:06:41,5,sublime_text
24-01-2023,00:06:41,00:06:45,4,atom
24-01-2023,00:06:45,00:10:45,240,sublime_text
24-01-2023,00:10:45,00:10:54,9,atril
24-01-2023,00:10:54,00:16:37,343,sublime_text
24-01-2023,00:16:37,00:29:18,761,firefox-esr
24-01-2023,00:29:18,00:29:24,6,sublime_text
24-01-2023,00:29:24,00:29:31,7,firefox-esr
24-01-2023,00:29:31,00:29:33,2,sublime_text
24-01-2023,00:29:33,00:29:35,2,firefox-esr
24-01-2023,00:29:35,00:31:49,134,sublime_text
24-01-2023,00:31:49,00:50:15,1106,firefox-esr
24-01-2023,00:50:15,00:50:54,39,sublime_text
24-01-2023,00:50:54,01:14:14,1400,firefox-esr
24-01-2023,01:14:14,01:14:15,1,sublime_text
24-01-2023,01:14:15,01:14:16,1,Thunar
24-01-2023,01:14:16,18:03:46,60570,xfdesktop
24-01-2023,18:03:46,18:03:51,5,panel-1-whisker
24-01-2023,18:03:51,18:03:52,1,firefox-esr
24-01-2023,18:03:52,18:05:05,73,sublime_text
24-01-2023,18:05:05,18:05:37,32,firefox-esr
24-01-2023,18:05:37,18:05:38,1,sublime_text
24-01-2023,18:05:38,18:06:06,28,firefox-esr
24-01-2023,18:06:06,18:06:39,33,sublime_text
24-01-2023,18:06:39,18:08:25,106,firefox-esr
24-01-2023,18:08:25,18:08:38,13,sublime_text
24-01-2023,18:08:38,18:08:43,5,Thunar
24-01-2023,18:08:43,18:08:46,3,sublime_text
24-01-2023,18:08:46,18:08:48,2,Thunar
24-01-2023,18:08:48,18:21:54,786,sublime_text
24-01-2023,18:21:54,18:22:36,42,firefox-esr
24-01-2023,18:22:36,18:22:37,1,sublime_text
24-01-2023,18:22:37,18:22:45,8,firefox-esr
24-01-2023,18:22:45,18:23:52,67,sublime_text
24-01-2023,18:23:52,18:24:01,9,sublime_text
24-01-2023,18:24:01,18:25:20,79,firefox-esr
24-01-2023,18:25:20,18:25:50,30,sublime_text
24-01-2023,18:25:50,18:27:21,91,firefox-esr
24-01-2023,18:27:21,18:27:35,14,sublime_text
24-01-2023,18:27:35,18:27:37,2,firefox-esr
24-01-2023,18:27:37,18:28:05,28,sublime_text
24-01-2023,18:28:05,18:29:12,67,firefox-esr
24-01-2023,18:29:12,18:29:48,36,sublime_text
24-01-2023,18:29:48,18:31:42,114,firefox-esr
24-01-2023,18:31:42,18:31:49,7,sublime_text
24-01-2023,18:31:49,18:31:53,4,firefox-esr
24-01-2023,18:31:53,18:31:57,4,sublime_text
24-01-2023,18:31:57,18:32:02,5,firefox-esr
24-01-2023,18:32:02,18:32:04,2,sublime_text
24-01-2023,18:32:04,18:32:06,2,firefox-esr
24-01-2023,18:32:06,18:32:17,11,sublime_text
24-01-2023,18:32:17,18:32:19,2,firefox-esr
24-01-2023,18:32:19,18:32:24,5,sublime_text
24-01-2023,18:32:24,18:32:26,2,firefox-esr
24-01-2023,18:32:26,18:32:57,31,sublime_text
24-01-2023,18:32:57,18:32:58,1,firefox-esr
24-01-2023,18:32:58,18:33:22,24,sublime_text
24-01-2023,18:33:22,18:34:40,78,firefox-esr
24-01-2023,18:34:40,18:35:16,36,sublime_text
24-01-2023,18:35:16,18:35:56,40,firefox-esr
24-01-2023,18:35:56,18:36:10,14,sublime_text
24-01-2023,18:36:10,18:36:27,17,firefox-esr
24-01-2023,18:36:27,18:37:49,82,sublime_text
24-01-2023,18:37:49,18:38:06,17,firefox-esr
24-01-2023,18:38:06,18:38:13,7,sublime_text
24-01-2023,18:38:13,18:38:14,1,firefox-esr
24-01-2023,18:38:14,18:40:09,115,sublime_text
24-01-2023,18:40:09,18:40:57,48,firefox-esr
24-01-2023,18:40:57,18:42:27,90,sublime_text
24-01-2023,18:42:27,18:43:08,41,qterminal
24-01-2023,18:43:08,18:43:35,27,firefox-esr
24-01-2023,18:43:35,18:43:37,2,qterminal
24-01-2023,18:43:37,18:43:53,16,sublime_text
24-01-2023,18:43:53,18:43:54,1,qterminal
24-01-2023,18:43:54,18:45:27,93,firefox-esr
24-01-2023,18:45:27,18:45:28,1,qterminal
24-01-2023,18:45:28,18:45:31,3,firefox-esr
24-01-2023,18:45:31,18:46:12,41,sublime_text
24-01-2023,18:46:12,18:51:45,333,firefox-esr
24-01-2023,18:51:45,18:51:50,5,sublime_text
24-01-2023,18:51:50,18:52:33,43,firefox-esr
24-01-2023,18:52:33,18:53:21,48,sublime_text
24-01-2023,18:53:21,18:53:48,27,firefox-esr
24-01-2023,18:53:48,18:54:42,54,sublime_text
24-01-2023,18:54:42,18:57:45,183,firefox-esr
24-01-2023,18:57:45,18:58:36,51,sublime_text
24-01-2023,18:58:36,18:59:50,74,firefox-esr
24-01-2023,18:59:50,19:00:18,28,sublime_text
24-01-2023,19:00:18,19:00:38,20,firefox-esr
24-01-2023,19:00:38,19:00:40,2,sublime_text
24-01-2023,19:00:40,19:00:51,11,firefox-esr
24-01-2023,19:00:51,19:00:57,6,sublime_text
24-01-2023,19:00:57,19:01:09,12,firefox-esr
24-01-2023,19:01:09,19:01:25,16,sublime_text
24-01-2023,19:01:25,19:01:26,1,firefox-esr
24-01-2023,19:01:26,19:04:05,159,sublime_text
24-01-2023,19:04:05,19:21:10,1025,firefox-esr
24-01-2023,19:21:10,19:26:53,343,sublime_text
24-01-2023,19:26:53,19:28:45,112,firefox-esr
24-01-2023,19:28:45,19:29:05,20,sublime_text
24-01-2023,19:29:05,19:29:08,3,firefox-esr
24-01-2023,19:29:08,19:40:32,684,sublime_text
24-01-2023,19:40:32,19:41:46,74,firefox-esr
24-01-2023,19:41:46,19:42:05,19,sublime_text
24-01-2023,19:42:05,19:44:26,141,firefox-esr
24-01-2023,19:44:26,19:44:31,5,sublime_text
24-01-2023,19:44:31,19:44:35,4,firefox-esr
24-01-2023,19:44:35,19:47:31,176,sublime_text
24-01-2023,19:47:31,19:47:54,23,firefox-esr
24-01-2023,19:47:54,19:48:02,8,sublime_text
24-01-2023,19:48:02,19:48:07,5,firefox-esr
24-01-2023,19:48:07,19:48:29,22,sublime_text
24-01-2023,19:48:29,19:49:26,57,firefox-esr
24-01-2023,19:49:26,19:49:32,6,sublime_text
24-01-2023,19:49:32,19:49:51,19,firefox-esr
24-01-2023,19:49:51,19:49:54,3,sublime_text
24-01-2023,19:49:54,19:50:20,26,firefox-esr
24-01-2023,19:50:20,19:50:51,31,sublime_text
24-01-2023,19:50:51,19:51:10,19,firefox-esr
24-01-2023,19:51:10,19:51:19,9,sublime_text
24-01-2023,19:51:19,19:52:35,76,firefox-esr
24-01-2023,19:52:35,19:52:43,8,sublime_text
24-01-2023,19:52:43,19:52:46,3,firefox-esr
24-01-2023,19:52:46,19:53:08,22,sublime_text
24-01-2023,19:53:08,19:53:10,2,firefox-esr
24-01-2023,19:53:10,19:53:32,22,sublime_text
24-01-2023,19:53:32,19:53:58,26,firefox-esr
24-01-2023,19:53:58,19:55:12,74,sublime_text
24-01-2023,19:55:12,19:56:18,66,firefox-esr
24-01-2023,19:56:18,19:57:08,50,sublime_text
24-01-2023,19:57:08,19:57:20,12,firefox-esr
24-01-2023,19:57:20,19:57:27,7,sublime_text
24-01-2023,19:57:27,19:57:28,1,firefox-esr
24-01-2023,19:57:28,19:57:41,13,sublime_text
24-01-2023,19:57:41,19:58:19,38,firefox-esr
24-01-2023,19:58:19,19:58:26,7,sublime_text
24-01-2023,19:58:26,19:58:30,4,firefox-esr
24-01-2023,19:58:30,19:58:35,5,sublime_text
24-01-2023,19:58:35,19:59:08,33,firefox-esr
24-01-2023,19:59:08,20:09:47,639,sublime_text
24-01-2023,20:09:47,20:10:33,46,firefox-esr
24-01-2023,20:10:33,20:15:14,281,sublime_text
24-01-2023,20:15:14,20:15:21,7,firefox-esr
24-01-2023,20:15:21,20:18:49,208,sublime_text
24-01-2023,20:18:49,20:19:30,41,firefox-esr
24-01-2023,20:19:30,20:19:43,13,sublime_text
24-01-2023,20:19:43,20:20:01,18,firefox-esr
24-01-2023,20:20:01,20:20:03,2,sublime_text
24-01-2023,20:20:03,20:20:10,7,firefox-esr
24-01-2023,20:20:10,20:24:59,289,sublime_text
24-01-2023,20:24:59,20:25:24,25,firefox-esr
24-01-2023,20:25:24,20:25:42,18,sublime_text
24-01-2023,20:25:42,20:25:46,4,firefox-esr
24-01-2023,20:25:46,20:27:03,77,sublime_text
24-01-2023,20:27:03,20:27:05,2,firefox-esr
24-01-2023,20:27:05,20:27:06,1,sublime_text
24-01-2023,20:27:06,22:25:47,7121,xfdesktop
24-01-2023,22:25:47,22:25:49,2,panel-1-whisker
24-01-2023,22:25:49,22:25:50,1,firefox-esr
24-01-2023,22:25:50,22:28:09,139,sublime_text
24-01-2023,22:28:09,22:28:53,44,firefox-esr
24-01-2023,22:28:53,22:29:02,9,sublime_text
24-01-2023,22:29:02,22:30:36,94,firefox-esr
24-01-2023,22:30:36,22:30:46,10,sublime_text
24-01-2023,22:30:46,22:30:51,5,firefox-esr
24-01-2023,22:30:51,22:31:55,64,sublime_text
24-01-2023,22:31:55,22:34:49,174,firefox-esr
24-01-2023,22:34:49,22:35:29,40,sublime_text
24-01-2023,22:35:29,22:35:33,4,firefox-esr
24-01-2023,22:35:33,22:36:47,74,sublime_text
24-01-2023,22:36:47,22:40:16,209,firefox-esr
24-01-2023,22:40:16,22:43:02,166,sublime_text
24-01-2023,22:43:02,22:43:06,4,panel-1-whisker
24-01-2023,22:43:06,22:44:54,108,leafpad
24-01-2023,22:44:54,22:47:21,147,sublime_text
24-01-2023,22:47:21,22:51:28,247,firefox-esr
24-01-2023,22:51:28,23:07:24,956,sublime_text
24-01-2023,23:07:24,23:07:40,16,firefox-esr
24-01-2023,23:07:40,23:29:17,1297,sublime_text
24-01-2023,23:29:17,23:29:51,34,firefox-esr
24-01-2023,23:29:51,23:35:09,318,sublime_text
24-01-2023,23:35:09,23:35:41,32,Thunar
24-01-2023,23:35:41,23:35:45,4,sublime_text
24-01-2023,23:35:45,23:36:43,58,Thunar
24-01-2023,23:36:43,23:39:39,176,sublime_text
24-01-2023,23:39:39,23:39:41,2,firefox-esr
24-01-2023,23:39:41,23:39:44,3,sublime_text
24-01-2023,23:39:44,23:39:45,1,firefox-esr
24-01-2023,23:39:45,23:40:12,27,sublime_text
24-01-2023,23:40:12,23:40:14,2,firefox-esr
24-01-2023,23:40:14,23:40:17,3,Thunar
24-01-2023,23:40:17,23:40:53,36,qterminal
24-01-2023,23:40:53,23:40:54,1,Thunar
24-01-2023,23:40:54,23:41:20,26,firefox-esr
24-01-2023,23:41:20,23:41:22,2,Thunar
24-01-2023,23:41:22,23:42:17,55,qterminal
24-01-2023,23:42:17,23:42:42,25,sublime_text
24-01-2023,23:42:42,23:43:54,72,qterminal
24-01-2023,23:43:54,23:44:01,7,sublime_text
24-01-2023,23:44:01,23:44:03,2,Thunar
24-01-2023,23:44:03,23:46:38,155,firefox-esr
24-01-2023,23:46:38,23:47:51,73,sublime_text
24-01-2023,23:47:51,23:51:46,235,firefox-esr
24-01-2023,23:51:46,23:51:53,7,sublime_text
24-01-2023,23:51:53,23:52:57,64,firefox-esr
24-01-2023,23:52:57,23:53:01,4,sublime_text
24-01-2023,23:53:01,23:56:08,187,firefox-esr
24-01-2023,23:56:08,23:56:15,7,sublime_text
24-01-2023,23:56:15,00:19:22,1387,firefox-esr
25-01-2023,00:19:22,00:19:34,12,engrampa
25-01-2023,00:19:34,00:19:54,20,firefox-esr
25-01-2023,00:19:54,00:19:57,3,Thunar
25-01-2023,00:19:57,00:20:00,3,engrampa
25-01-2023,00:20:00,00:20:23,23,Thunar
25-01-2023,00:20:23,00:24:28,245,firefox-esr
25-01-2023,00:24:28,00:24:29,1,sublime_text
25-01-2023,00:24:29,00:27:31,182,firefox-esr
25-01-2023,00:27:31,00:27:37,6,panel-1-whisker
25-01-2023,00:27:37,00:27:38,1,firefox-esr
25-01-2023,00:27:38,00:27:57,19,sqlitebrowser
25-01-2023,00:27:57,00:27:59,2,panel-1-whisker
25-01-2023,00:27:59,00:28:00,1,firefox-esr
25-01-2023,00:28:00,00:28:44,44,qterminal
25-01-2023,00:28:44,00:49:03,1219,firefox-esr
25-01-2023,00:49:03,00:49:05,2,qterminal
25-01-2023,00:49:05,10:04:29,33324,xfdesktop
25-01-2023,10:04:29,11:05:08,3639,xfdesktop
25-01-2023,11:05:08,11:05:10,2,panel-1-whisker
25-01-2023,11:05:10,11:05:12,2,sublime_text
25-01-2023,11:05:12,11:06:18,66,firefox-esr
25-01-2023,11:06:18,11:11:33,315,sublime_text
25-01-2023,11:11:33,11:11:39,6,firefox-esr
25-01-2023,11:11:39,11:18:00,381,sublime_text
25-01-2023,11:18:00,11:19:09,69,firefox-esr
25-01-2023,11:19:09,11:24:50,341,sublime_text
25-01-2023,11:24:50,11:31:00,370,firefox-esr
25-01-2023,11:31:00,11:31:18,18,qterminal
25-01-2023,11:31:18,11:31:49,31,firefox-esr
25-01-2023,11:31:49,11:31:51,2,qterminal
25-01-2023,11:31:51,11:32:03,12,sublime_text
25-01-2023,11:32:03,11:32:04,1,qterminal
25-01-2023,11:32:04,11:32:53,49,firefox-esr
25-01-2023,11:32:53,11:32:54,1,qterminal
25-01-2023,11:32:54,11:33:05,11,sublime_text
25-01-2023,11:33:05,11:33:06,1,qterminal
25-01-2023,11:33:06,11:33:09,3,firefox-esr
25-01-2023,11:33:09,11:33:10,1,qterminal
25-01-2023,11:33:10,11:33:11,1,firefox-esr
25-01-2023,11:33:11,11:33:18,7,sublime_text
25-01-2023,11:33:18,11:33:24,6,firefox-esr
25-01-2023,11:33:24,11:35:05,101,sublime_text
25-01-2023,11:35:05,11:35:11,6,firefox-esr
25-01-2023,11:35:11,11:35:14,3,sublime_text
25-01-2023,11:35:14,11:35:16,2,firefox-esr
25-01-2023,11:35:16,11:36:04,48,sublime_text
25-01-2023,11:36:04,11:36:13,9,firefox-esr
25-01-2023,11:36:13,11:37:46,93,sublime_text
25-01-2023,11:37:46,11:39:19,93,firefox-esr
25-01-2023,11:39:19,11:39:32,13,qterminal
25-01-2023,11:39:32,11:45:52,380,firefox-esr
25-01-2023,11:45:52,11:45:58,6,sublime_text
25-01-2023,11:45:58,11:46:02,4,firefox-esr
25-01-2023,11:46:02,11:46:03,1,sublime_text
25-01-2023,11:46:03,11:51:18,315,firefox-esr
25-01-2023,11:51:18,11:51:31,13,sublime_text
25-01-2023,11:51:31,11:53:20,109,firefox-esr
25-01-2023,11:53:20,11:53:39,19,sublime_text
25-01-2023,11:53:39,11:55:04,85,firefox-esr
25-01-2023,11:55:04,11:55:15,11,sublime_text
25-01-2023,11:55:15,11:56:13,58,firefox-esr
25-01-2023,11:56:13,11:56:14,1,sublime_text
25-01-2023,11:56:14,11:56:20,6,firefox-esr
25-01-2023,11:56:20,11:56:22,2,sublime_text
25-01-2023,11:56:22,11:56:35,13,firefox-esr
25-01-2023,11:56:35,11:56:36,1,sublime_text
25-01-2023,11:56:36,12:01:08,272,firefox-esr
25-01-2023,12:01:08,12:01:17,9,sublime_text
25-01-2023,12:01:17,12:03:26,129,firefox-esr
25-01-2023,12:03:26,12:03:45,19,Thunar
25-01-2023,12:03:45,12:03:59,14,qterminal
25-01-2023,12:03:59,12:04:01,2,Thunar
25-01-2023,12:04:01,12:04:13,12,qterminal
25-01-2023,12:04:13,12:04:15,2,Thunar
25-01-2023,12:04:15,12:07:56,221,firefox-esr
25-01-2023,12:07:56,12:07:58,2,sublime_text
25-01-2023,12:07:58,12:08:42,44,firefox-esr
25-01-2023,12:08:42,12:09:34,52,soffice.bin
25-01-2023,12:09:34,12:09:49,15,firefox-esr
25-01-2023,12:09:49,12:09:51,2,soffice.bin
25-01-2023,12:09:51,12:15:17,326,firefox-esr
25-01-2023,12:15:17,12:15:24,7,sublime_text
25-01-2023,12:15:24,12:16:31,67,firefox-esr
25-01-2023,12:16:31,12:17:36,65,sublime_text
25-01-2023,12:17:36,12:17:37,1,firefox-esr
25-01-2023,12:17:37,13:09:50,3133,xfdesktop
25-01-2023,13:09:50,13:09:52,2,panel-1-whisker
25-01-2023,13:09:52,13:09:58,6,sublime_text
25-01-2023,13:09:58,13:09:59,1,sublime_text
25-01-2023,13:09:59,13:10:02,3,firefox-esr
25-01-2023,13:10:02,13:10:27,25,qterminal
25-01-2023,13:10:27,13:24:48,861,firefox-esr
25-01-2023,13:24:48,13:25:02,14,sublime_text
25-01-2023,13:25:02,13:31:13,371,firefox-esr
25-01-2023,13:31:13,13:31:54,41,sublime_text
25-01-2023,13:31:54,13:32:02,8,firefox-esr
25-01-2023,13:32:02,13:32:07,5,sublime_text
25-01-2023,13:32:07,13:32:08,1,firefox-esr
25-01-2023,13:32:08,13:32:11,3,sublime_text
25-01-2023,13:32:11,13:32:12,1,firefox-esr
25-01-2023,13:32:12,13:32:31,19,sublime_text
25-01-2023,13:32:31,13:32:48,17,firefox-esr
25-01-2023,13:32:48,13:33:46,58,sublime_text
25-01-2023,13:33:46,13:33:47,1,firefox-esr
25-01-2023,13:33:47,13:33:48,1,sublime_text
25-01-2023,13:33:48,13:33:50,2,firefox-esr
25-01-2023,13:33:50,13:34:01,11,sublime_text
25-01-2023,13:34:01,13:34:02,1,firefox-esr
25-01-2023,13:34:02,13:35:49,107,sublime_text
25-01-2023,13:35:49,13:36:31,42,firefox-esr
25-01-2023,13:36:31,13:36:40,9,sublime_text
25-01-2023,13:36:40,13:36:48,8,firefox-esr
25-01-2023,13:36:48,13:37:06,18,sublime_text
25-01-2023,13:37:06,13:37:07,1,firefox-esr
25-01-2023,13:37:07,13:37:12,5,sublime_text
25-01-2023,13:37:12,13:37:13,1,firefox-esr
25-01-2023,13:37:13,13:37:30,17,sublime_text
25-01-2023,13:37:30,13:38:18,48,firefox-esr
25-01-2023,13:38:18,13:38:22,4,sublime_text
25-01-2023,13:38:22,13:38:32,10,firefox-esr
25-01-2023,13:38:32,13:40:43,131,sublime_text
25-01-2023,13:40:43,13:41:47,64,firefox-esr
25-01-2023,13:41:47,13:43:57,130,sublime_text
25-01-2023,13:43:57,13:53:14,557,firefox-esr
25-01-2023,13:53:14,13:56:04,170,nm-applet
25-01-2023,13:56:04,13:57:22,78,firefox-esr
25-01-2023,13:57:22,13:57:25,3,panel-1-whisker
25-01-2023,13:57:25,13:58:14,49,gnome-calculator
25-01-2023,13:58:14,14:04:38,384,firefox-esr
25-01-2023,14:04:38,14:04:43,5,sublime_text
25-01-2023,14:04:43,14:05:02,19,Thunar
25-01-2023,14:05:02,14:05:53,51,qterminal
25-01-2023,14:05:53,14:05:54,1,Thunar
25-01-2023,14:05:54,14:05:56,2,sublime_text
25-01-2023,14:05:56,14:05:57,1,Thunar
25-01-2023,14:05:57,14:05:58,1,sublime_text
25-01-2023,14:05:58,14:05:59,1,qterminal
